Pixel;q_xy(A^-1);Intensity
818.000000;-0.141598;2247.667000
819.000000;-0.139110;2240.619000
820.000000;-0.136622;2257.381000
821.000000;-0.134134;2269.810000
822.000000;-0.131646;2256.762000
823.000000;-0.129158;2276.571000
824.000000;-0.126670;2293.619000
825.000000;-0.124181;2367.238000
826.000000;-0.121693;2544.048000
827.000000;-0.119204;2741.143000
828.000000;-0.116716;2880.905000
829.000000;-0.114227;3025.238000
830.000000;-0.111738;3091.952000
831.000000;-0.109249;3175.714000
832.000000;-0.106761;3323.762000
833.000000;-0.104272;3419.619000
834.000000;-0.101783;3547.048000
835.000000;-0.099294;3706.286000
836.000000;-0.096805;3848.190000
837.000000;-0.094316;4021.286000
838.000000;-0.091826;4233.524000
839.000000;-0.089337;4406.571000
840.000000;-0.086848;4602.095000
841.000000;-0.084359;4788.524000
842.000000;-0.081869;5016.476000
843.000000;-0.079380;5206.143000
844.000000;-0.076890;5413.143000
845.000000;-0.074401;5664.238000
846.000000;-0.071911;5930.095000
847.000000;-0.069422;6220.333000
848.000000;-0.066932;6498.619000
849.000000;-0.064443;6808.810000
850.000000;-0.061953;7194.286000
851.000000;-0.059463;7656.810000
852.000000;-0.056973;8092.333000
853.000000;-0.054484;8752.619000
854.000000;-0.051994;9254.857000
855.000000;-0.049504;9840.571000
856.000000;-0.047014;10676.900000
857.000000;-0.044524;11560.430000
858.000000;-0.042034;12660.950000
859.000000;-0.039544;13851.480000
860.000000;-0.037055;14780.620000
861.000000;-0.034565;15708.620000
862.000000;-0.032075;18105.620000
863.000000;-0.029585;20446.140000
864.000000;-0.027095;23503.760000
865.000000;-0.024604;27750.670000
866.000000;-0.022114;33176.430000
867.000000;-0.019624;23474.760000
868.000000;-0.017134;4153.095000
869.000000;-0.014644;61.619050
870.000000;-0.012154;57.952380
871.000000;-0.009664;57.000000
872.000000;-0.007174;57.095240
873.000000;-0.004684;55.619050
874.000000;-0.002194;55.380950
875.000000;0.000296;59.476190
876.000000;0.002787;54.666670
877.000000;0.005277;59.047620
878.000000;0.007767;56.619050
879.000000;0.010257;57.142860
880.000000;0.012747;57.619050
881.000000;0.015237;56.571430
882.000000;0.017727;59.809520
883.000000;0.020217;56.380950
884.000000;0.022707;59.428570
885.000000;0.025197;888.809500
886.000000;0.027687;23412.710000
887.000000;0.030177;47640.380000
888.000000;0.032667;36998.900000
889.000000;0.035157;29204.140000
890.000000;0.037647;24088.100000
891.000000;0.040137;20555.430000
892.000000;0.042627;17766.100000
893.000000;0.045117;15577.050000
894.000000;0.047607;13858.620000
895.000000;0.050097;12618.190000
896.000000;0.052587;11445.190000
897.000000;0.055076;10555.570000
898.000000;0.057566;9741.048000
899.000000;0.060056;9863.143000
900.000000;0.062546;10917.710000
