Pixel;q_z(A^-1);Intensity
141.000000;1.948698;3153.197000
142.000000;1.946737;3167.066000
143.000000;1.944775;3179.158000
144.000000;1.942811;3206.211000
145.000000;1.940847;3220.855000
146.000000;1.938882;3248.895000
147.000000;1.936915;3277.500000
148.000000;1.934948;3299.526000
149.000000;1.932979;3317.237000
150.000000;1.931010;3353.039000
151.000000;1.929040;3348.079000
152.000000;1.927068;3410.224000
153.000000;1.925096;3421.750000
154.000000;1.923122;3453.605000
155.000000;1.921147;3484.974000
156.000000;1.919172;3503.368000
157.000000;1.917195;3542.276000
158.000000;1.915218;3582.132000
159.000000;1.913239;3615.868000
160.000000;1.911259;3641.882000
161.000000;1.909279;3683.632000
162.000000;1.907297;3732.039000
163.000000;1.905314;3761.697000
164.000000;1.903331;3814.605000
165.000000;1.901346;3861.355000
166.000000;1.899360;3919.171000
167.000000;1.897373;3964.697000
168.000000;1.895386;3993.961000
169.000000;1.893397;4059.908000
170.000000;1.891407;4096.500000
171.000000;1.889416;4144.434000
172.000000;1.887424;4200.250000
173.000000;1.885431;4239.789000
174.000000;1.883438;4296.105000
175.000000;1.881443;4346.342000
176.000000;1.879447;4378.158000
177.000000;1.877450;4455.566000
178.000000;1.875452;4482.329000
179.000000;1.873453;4526.868000
180.000000;1.871453;4577.816000
181.000000;1.869452;4631.526000
182.000000;1.867450;4660.763000
183.000000;1.865447;4711.250000
184.000000;1.863443;4756.842000
185.000000;1.861438;4782.224000
186.000000;1.859433;4839.566000
187.000000;1.857426;4891.974000
188.000000;1.855418;4916.513000
189.000000;1.853409;4968.711000
190.000000;1.851399;5004.342000
191.000000;1.849388;5068.303000
192.000000;1.847376;5105.526000
193.000000;1.845362;5165.579000
194.000000;1.843348;5264.079000
195.000000;1.841333;5178.934000
196.000000;1.839317;nan
197.000000;1.837300;nan
198.000000;1.835282;nan
199.000000;1.833263;nan
200.000000;1.831243;nan
201.000000;1.829222;nan
202.000000;1.827200;nan
203.000000;1.825177;nan
204.000000;1.823153;nan
205.000000;1.821128;nan
206.000000;1.819102;nan
207.000000;1.817075;nan
208.000000;1.815047;nan
209.000000;1.813018;nan
210.000000;1.810988;nan
211.000000;1.808957;nan
212.000000;1.806925;nan
213.000000;1.804892;6745.092000
214.000000;1.802858;7091.197000
215.000000;1.800823;7198.026000
216.000000;1.798787;7335.842000
217.000000;1.796750;7493.184000
218.000000;1.794712;7615.474000
219.000000;1.792673;7763.132000
220.000000;1.790633;7891.868000
221.000000;1.788592;8014.671000
222.000000;1.786550;8097.632000
223.000000;1.784507;8178.882000
224.000000;1.782463;8225.316000
225.000000;1.780418;8274.158000
226.000000;1.778372;8311.000000
227.000000;1.776325;8359.158000
228.000000;1.774277;8358.816000
229.000000;1.772228;8371.355000
230.000000;1.770178;8360.566000
231.000000;1.768128;8369.553000
232.000000;1.766076;8356.789000
233.000000;1.764023;8343.500000
234.000000;1.761969;8310.303000
235.000000;1.759914;8273.066000
236.000000;1.757858;8247.487000
237.000000;1.755802;8193.211000
238.000000;1.753744;8169.145000
239.000000;1.751685;8126.184000
240.000000;1.749625;8038.579000
241.000000;1.747565;7992.855000
242.000000;1.745503;7920.711000
243.000000;1.743440;7867.118000
244.000000;1.741377;7771.750000
245.000000;1.739312;7675.500000
246.000000;1.737246;7616.895000
247.000000;1.735180;7519.145000
248.000000;1.733112;7421.658000
249.000000;1.731044;7327.592000
250.000000;1.728974;7234.184000
251.000000;1.726904;7129.711000
252.000000;1.724832;7029.684000
253.000000;1.722760;6951.579000
254.000000;1.720686;6853.711000
255.000000;1.718612;6797.895000
256.000000;1.716537;6722.289000
257.000000;1.714460;6645.039000
258.000000;1.712383;6581.987000
259.000000;1.710305;6515.184000
260.000000;1.708225;6466.882000
261.000000;1.706145;6440.079000
262.000000;1.704064;6400.618000
263.000000;1.701982;6367.934000
264.000000;1.699899;6307.237000
265.000000;1.697814;6279.539000
266.000000;1.695729;6257.105000
267.000000;1.693643;6224.803000
268.000000;1.691556;6217.645000
269.000000;1.689468;6195.882000
270.000000;1.687379;6181.145000
271.000000;1.685290;6161.566000
272.000000;1.683199;6147.908000
273.000000;1.681107;6147.855000
274.000000;1.679014;6116.013000
275.000000;1.676920;6109.697000
276.000000;1.674826;6090.934000
277.000000;1.672730;6075.118000
278.000000;1.670633;6077.053000
279.000000;1.668536;6068.961000
280.000000;1.666437;6036.171000
281.000000;1.664338;6016.132000
282.000000;1.662237;6018.882000
283.000000;1.660136;6002.776000
284.000000;1.658033;5983.487000
285.000000;1.655930;5990.158000
286.000000;1.653826;5985.382000
287.000000;1.651720;5968.947000
288.000000;1.649614;5970.316000
289.000000;1.647507;5973.250000
290.000000;1.645399;5942.224000
291.000000;1.643290;5934.724000
292.000000;1.641180;5947.882000
293.000000;1.639069;5909.276000
294.000000;1.636957;5927.750000
295.000000;1.634844;5891.092000
296.000000;1.632730;5905.921000
297.000000;1.630615;5903.487000
298.000000;1.628500;5868.618000
299.000000;1.626383;5856.395000
300.000000;1.624265;5859.211000
301.000000;1.622147;5875.053000
302.000000;1.620027;5844.079000
303.000000;1.617907;5839.789000
304.000000;1.615785;5829.658000
305.000000;1.613663;5817.566000
306.000000;1.611540;5832.697000
307.000000;1.609416;5821.882000
308.000000;1.607290;5866.092000
309.000000;1.605164;5761.816000
310.000000;1.603037;5768.737000
311.000000;1.600909;5774.618000
312.000000;1.598780;5874.987000
313.000000;1.596651;5810.434000
314.000000;1.594520;5817.724000
315.000000;1.592388;5819.237000
316.000000;1.590255;5809.092000
317.000000;1.588122;5806.158000
318.000000;1.585987;5819.803000
319.000000;1.583852;5822.211000
320.000000;1.581715;5811.974000
321.000000;1.579578;5806.605000
322.000000;1.577440;5808.947000
323.000000;1.575301;5815.592000
324.000000;1.573160;5814.737000
325.000000;1.571019;5796.132000
326.000000;1.568877;5804.605000
327.000000;1.566735;5813.421000
328.000000;1.564591;5811.513000
329.000000;1.562446;5822.882000
330.000000;1.560300;5824.263000
331.000000;1.558154;5824.237000
332.000000;1.556006;5811.579000
333.000000;1.553858;5820.368000
334.000000;1.551708;5794.434000
335.000000;1.549558;5798.961000
336.000000;1.547407;5813.947000
337.000000;1.545255;5800.921000
338.000000;1.543102;5798.026000
339.000000;1.540948;5792.908000
340.000000;1.538793;5807.487000
341.000000;1.536637;5810.803000
342.000000;1.534480;5801.053000
343.000000;1.532323;5816.276000
344.000000;1.530164;5793.132000
345.000000;1.528005;5809.921000
346.000000;1.525844;5799.118000
347.000000;1.523683;5791.474000
348.000000;1.521521;5769.158000
349.000000;1.519358;5772.724000
350.000000;1.517193;5771.961000
351.000000;1.515029;5776.526000
352.000000;1.512863;5732.289000
353.000000;1.510696;5739.447000
354.000000;1.508528;5742.632000
355.000000;1.506360;5761.842000
356.000000;1.504190;5739.461000
357.000000;1.502020;5717.237000
358.000000;1.499849;5719.803000
359.000000;1.497676;5695.487000
360.000000;1.495503;5706.763000
361.000000;1.493329;5679.605000
362.000000;1.491154;5665.750000
363.000000;1.488979;5674.039000
364.000000;1.486802;5651.395000
365.000000;1.484624;5623.882000
366.000000;1.482446;5642.934000
367.000000;1.480267;5614.053000
368.000000;1.478086;5595.342000
369.000000;1.475905;5585.092000
370.000000;1.473723;5553.539000
371.000000;1.471540;5553.132000
372.000000;1.469356;5544.816000
373.000000;1.467172;5544.329000
374.000000;1.464986;5516.447000
375.000000;1.462799;5501.632000
376.000000;1.460612;5483.447000
377.000000;1.458424;5474.329000
378.000000;1.456235;5450.118000
379.000000;1.454044;5460.447000
380.000000;1.451854;5435.855000
381.000000;1.449662;5419.013000
382.000000;1.447469;5398.961000
383.000000;1.445275;5387.855000
384.000000;1.443081;5385.039000
385.000000;1.440886;5369.658000
386.000000;1.438689;5351.342000
387.000000;1.436492;5338.276000
388.000000;1.434294;5318.553000
389.000000;1.432095;5328.289000
390.000000;1.429896;5320.066000
391.000000;1.427695;5321.474000
392.000000;1.425493;5300.961000
393.000000;1.423291;5303.579000
394.000000;1.421088;5292.355000
395.000000;1.418884;5292.803000
396.000000;1.416679;5268.329000
397.000000;1.414473;5234.487000
398.000000;1.412266;5250.289000
399.000000;1.410058;5242.724000
400.000000;1.407850;5238.697000
401.000000;1.405641;5208.303000
402.000000;1.403430;5205.842000
403.000000;1.401219;5169.487000
404.000000;1.399007;5176.118000
405.000000;1.396795;5166.553000
406.000000;1.394581;5134.592000
407.000000;1.392367;4854.118000
408.000000;1.390151;nan
409.000000;1.387935;nan
410.000000;1.385718;nan
411.000000;1.383500;nan
412.000000;1.381281;nan
413.000000;1.379061;nan
414.000000;1.376841;nan
415.000000;1.374619;nan
416.000000;1.372397;nan
417.000000;1.370174;nan
418.000000;1.367950;nan
419.000000;1.365725;nan
420.000000;1.363500;nan
421.000000;1.361273;nan
422.000000;1.359046;nan
423.000000;1.356818;nan
424.000000;1.354589;nan
425.000000;1.352359;4383.342000
426.000000;1.350128;4642.487000
427.000000;1.347897;4615.118000
428.000000;1.345664;4585.947000
429.000000;1.343431;4564.132000
430.000000;1.341197;4538.513000
431.000000;1.338962;4516.895000
432.000000;1.336726;4489.039000
433.000000;1.334490;4443.355000
434.000000;1.332252;4421.158000
435.000000;1.330014;4394.684000
436.000000;1.327775;4371.711000
437.000000;1.325535;4340.013000
438.000000;1.323294;4308.921000
439.000000;1.321053;4279.697000
440.000000;1.318810;4248.868000
441.000000;1.316567;4240.961000
442.000000;1.314323;4227.566000
443.000000;1.312078;4201.684000
444.000000;1.309833;4159.697000
445.000000;1.307586;4153.513000
446.000000;1.305339;4131.829000
447.000000;1.303091;4107.382000
448.000000;1.300842;4083.816000
449.000000;1.298592;4065.566000
450.000000;1.296341;4045.395000
451.000000;1.294090;4026.724000
452.000000;1.291837;4003.724000
453.000000;1.289584;4009.461000
454.000000;1.287330;3977.224000
455.000000;1.285076;3937.395000
456.000000;1.282820;3943.171000
457.000000;1.280564;3919.947000
458.000000;1.278307;3915.461000
459.000000;1.276049;3896.526000
460.000000;1.273790;3873.500000
461.000000;1.271530;3869.500000
462.000000;1.269270;3856.947000
463.000000;1.267009;3840.671000
464.000000;1.264747;3821.526000
465.000000;1.262484;3812.447000
466.000000;1.260220;3801.553000
467.000000;1.257956;3784.579000
468.000000;1.255691;3758.776000
469.000000;1.253425;3758.276000
470.000000;1.251158;3742.303000
471.000000;1.248890;3714.184000
472.000000;1.246622;3694.526000
473.000000;1.244353;3675.382000
474.000000;1.242083;3677.513000
475.000000;1.239812;3659.079000
476.000000;1.237540;3635.487000
477.000000;1.235268;3632.224000
478.000000;1.232995;3604.066000
479.000000;1.230721;3596.526000
480.000000;1.228446;3569.737000
481.000000;1.226170;3559.237000
482.000000;1.223894;3550.487000
483.000000;1.221617;3545.853000
484.000000;1.219339;3512.342000
485.000000;1.217061;3498.263000
486.000000;1.214781;3481.382000
487.000000;1.212501;3469.158000
488.000000;1.210220;3455.026000
489.000000;1.207938;3443.447000
490.000000;1.205656;3412.303000
491.000000;1.203372;3394.526000
492.000000;1.201088;3383.803000
493.000000;1.198803;3381.553000
494.000000;1.196518;3351.645000
495.000000;1.194231;3331.658000
496.000000;1.191944;3326.092000
497.000000;1.189656;3304.263000
498.000000;1.187367;3282.421000
499.000000;1.185078;3273.618000
500.000000;1.182788;3256.592000
501.000000;1.180497;3253.724000
502.000000;1.178205;3237.461000
503.000000;1.175912;3222.947000
504.000000;1.173619;3206.105000
505.000000;1.171325;3204.303000
506.000000;1.169030;3190.250000
507.000000;1.166735;3178.461000
508.000000;1.164438;3168.382000
509.000000;1.162141;3174.763000
510.000000;1.159843;3153.829000
511.000000;1.157545;3134.171000
512.000000;1.155245;3129.079000
513.000000;1.152945;3127.382000
514.000000;1.150645;3103.539000
515.000000;1.148343;3081.421000
516.000000;1.146041;3064.224000
517.000000;1.143738;3062.276000
518.000000;1.141434;3050.592000
519.000000;1.139129;3046.711000
520.000000;1.136824;3038.592000
521.000000;1.134518;3007.224000
522.000000;1.132211;2997.868000
523.000000;1.129903;2988.421000
524.000000;1.127595;3006.092000
525.000000;1.125286;2972.974000
526.000000;1.122976;2960.408000
527.000000;1.120666;2949.026000
528.000000;1.118355;2937.921000
529.000000;1.116043;2926.513000
530.000000;1.113730;2926.855000
531.000000;1.111417;2920.211000
532.000000;1.109103;2912.132000
533.000000;1.106788;2898.105000
534.000000;1.104472;2899.553000
535.000000;1.102156;2890.645000
536.000000;1.099839;2883.618000
537.000000;1.097521;2866.224000
538.000000;1.095203;2867.803000
539.000000;1.092884;2855.750000
540.000000;1.090564;2840.671000
541.000000;1.088243;2839.645000
542.000000;1.085922;2842.711000
543.000000;1.083600;2820.413000
544.000000;1.081277;2830.276000
545.000000;1.078954;2820.908000
546.000000;1.076629;2815.200000
547.000000;1.074304;2816.197000
548.000000;1.071979;2804.671000
549.000000;1.069653;2812.211000
550.000000;1.067326;2801.000000
551.000000;1.064998;2789.539000
552.000000;1.062669;2797.184000
553.000000;1.060340;2795.974000
554.000000;1.058011;2784.105000
555.000000;1.055680;2780.000000
556.000000;1.053349;2786.487000
557.000000;1.051017;2781.553000
558.000000;1.048684;2775.026000
559.000000;1.046351;2786.158000
560.000000;1.044017;2780.224000
561.000000;1.041682;2787.171000
562.000000;1.039347;2779.316000
563.000000;1.037011;2779.434000
564.000000;1.034674;2772.737000
565.000000;1.032337;2791.487000
566.000000;1.029999;2789.289000
567.000000;1.027660;2788.803000
568.000000;1.025320;2792.145000
569.000000;1.022980;2802.105000
570.000000;1.020639;2815.408000
571.000000;1.018298;2826.895000
572.000000;1.015956;2826.066000
573.000000;1.013613;2827.855000
574.000000;1.011269;2836.513000
575.000000;1.008925;2850.158000
576.000000;1.006580;2851.250000
577.000000;1.004235;2861.947000
578.000000;1.001888;2871.605000
579.000000;0.999541;2862.382000
580.000000;0.997194;2880.197000
581.000000;0.994846;2894.566000
582.000000;0.992497;2891.250000
583.000000;0.990147;2893.039000
584.000000;0.987797;2903.539000
585.000000;0.985446;2914.737000
586.000000;0.983095;2920.145000
587.000000;0.980742;2925.697000
588.000000;0.978390;2953.250000
589.000000;0.976036;2951.658000
590.000000;0.973682;2951.474000
591.000000;0.971327;2991.500000
592.000000;0.968972;2981.553000
593.000000;0.966615;3003.750000
594.000000;0.964259;3022.026000
595.000000;0.961901;3042.158000
596.000000;0.959543;3038.645000
597.000000;0.957185;3062.237000
598.000000;0.954825;3075.408000
599.000000;0.952465;3091.184000
600.000000;0.950105;3105.197000
601.000000;0.947743;3116.816000
602.000000;0.945381;3126.395000
603.000000;0.943019;3135.513000
604.000000;0.940656;3141.000000
605.000000;0.938292;3157.434000
606.000000;0.935928;3164.118000
607.000000;0.933562;3169.289000
608.000000;0.931197;3165.132000
609.000000;0.928830;3165.737000
610.000000;0.926464;3160.447000
611.000000;0.924096;3151.737000
612.000000;0.921728;3159.750000
613.000000;0.919359;3142.697000
614.000000;0.916990;3136.434000
615.000000;0.914619;3128.763000
616.000000;0.912249;3104.711000
617.000000;0.909878;3103.342000
618.000000;0.907506;3056.724000
619.000000;0.905133;2895.171000
620.000000;0.902760;nan
621.000000;0.900386;nan
622.000000;0.898012;nan
623.000000;0.895637;nan
624.000000;0.893261;nan
625.000000;0.890885;nan
626.000000;0.888508;nan
627.000000;0.886131;nan
628.000000;0.883753;nan
629.000000;0.881375;nan
630.000000;0.878995;nan
631.000000;0.876616;nan
632.000000;0.874235;nan
633.000000;0.871854;nan
634.000000;0.869473;nan
635.000000;0.867091;nan
636.000000;0.864708;nan
637.000000;0.862324;2526.145000
638.000000;0.859941;2649.500000
639.000000;0.857556;2630.658000
640.000000;0.855171;2601.776000
641.000000;0.852785;2526.711000
642.000000;0.850399;2586.500000
643.000000;0.848012;2587.355000
644.000000;0.845625;2574.763000
645.000000;0.843237;2575.697000
646.000000;0.840848;2555.434000
647.000000;0.838459;2545.934000
648.000000;0.836070;2545.053000
649.000000;0.833679;2532.289000
650.000000;0.831288;2529.434000
651.000000;0.828897;2524.645000
652.000000;0.826505;2520.566000
653.000000;0.824113;2509.632000
654.000000;0.821719;2500.776000
655.000000;0.819326;2499.645000
656.000000;0.816932;2497.316000
657.000000;0.814537;2484.013000
658.000000;0.812141;2493.487000
659.000000;0.809746;2484.842000
660.000000;0.807349;2488.434000
661.000000;0.804952;2491.237000
662.000000;0.802555;2490.250000
663.000000;0.800156;2477.342000
664.000000;0.797758;2480.776000
665.000000;0.795359;2495.105000
666.000000;0.792959;2505.105000
667.000000;0.790559;2506.776000
668.000000;0.788158;2518.132000
669.000000;0.785756;2540.697000
670.000000;0.783354;2537.355000
671.000000;0.780952;2579.776000
672.000000;0.778549;2604.684000
673.000000;0.776145;2614.197000
674.000000;0.773741;2624.592000
675.000000;0.771337;2616.842000
676.000000;0.768932;2627.026000
677.000000;0.766526;2626.395000
678.000000;0.764120;2616.829000
679.000000;0.761713;2602.566000
680.000000;0.759306;2601.158000
681.000000;0.756898;2572.487000
682.000000;0.754490;2552.382000
683.000000;0.752081;2546.197000
684.000000;0.749672;2519.053000
685.000000;0.747262;2504.447000
686.000000;0.744852;2491.000000
687.000000;0.742441;2477.053000
688.000000;0.740029;2458.487000
689.000000;0.737617;2455.908000
690.000000;0.735205;2440.329000
691.000000;0.732792;2430.250000
692.000000;0.730379;2432.355000
693.000000;0.727965;2425.513000
694.000000;0.725550;2422.684000
695.000000;0.723135;2411.763000
696.000000;0.720720;2412.013000
697.000000;0.718304;2419.553000
698.000000;0.715888;2411.592000
699.000000;0.713471;2402.697000
700.000000;0.711053;2400.013000
701.000000;0.708635;2400.592000
702.000000;0.706217;2400.224000
703.000000;0.703798;2398.934000
704.000000;0.701379;2400.053000
705.000000;0.698959;2405.237000
706.000000;0.696539;2408.987000
707.000000;0.694118;2393.092000
708.000000;0.691697;2390.789000
709.000000;0.689275;2393.500000
710.000000;0.686852;2396.921000
711.000000;0.684430;2406.026000
712.000000;0.682007;2399.171000
713.000000;0.679583;2408.211000
714.000000;0.677159;2402.118000
715.000000;0.674734;2396.158000
716.000000;0.672309;2396.158000
717.000000;0.669883;2403.211000
718.000000;0.667457;2398.671000
719.000000;0.665031;2399.395000
720.000000;0.662604;2407.737000
721.000000;0.660176;2415.461000
722.000000;0.657749;2398.526000
723.000000;0.655320;2407.947000
724.000000;0.652891;2414.579000
725.000000;0.650462;2400.553000
726.000000;0.648032;2406.461000
727.000000;0.645602;2413.921000
728.000000;0.643172;2423.974000
729.000000;0.640741;2429.329000
730.000000;0.638309;2423.342000
731.000000;0.635877;2430.961000
732.000000;0.633445;2452.276000
733.000000;0.631012;2421.737000
734.000000;0.628579;2424.658000
735.000000;0.626145;2428.105000
736.000000;0.623711;2448.789000
737.000000;0.621276;2429.000000
738.000000;0.618841;2440.895000
739.000000;0.616406;2435.684000
740.000000;0.613970;2455.816000
741.000000;0.611533;2455.579000
742.000000;0.609097;2459.813000
743.000000;0.606660;2465.566000
744.000000;0.604222;2477.658000
745.000000;0.601784;2485.434000
746.000000;0.599345;2486.684000
747.000000;0.596907;2501.803000
748.000000;0.594467;2510.487000
749.000000;0.592028;2528.118000
750.000000;0.589588;2541.618000
751.000000;0.587147;2554.645000
752.000000;0.584706;2583.513000
753.000000;0.582265;2596.908000
754.000000;0.579823;2610.105000
755.000000;0.577381;2640.697000
756.000000;0.574938;2659.671000
757.000000;0.572495;2685.618000
758.000000;0.570052;2712.487000
759.000000;0.567608;2738.829000
760.000000;0.565164;2767.013000
761.000000;0.562719;2795.816000
762.000000;0.560274;2865.434000
763.000000;0.557829;2901.421000
764.000000;0.555383;2966.987000
765.000000;0.552937;3019.737000
766.000000;0.550491;3105.092000
767.000000;0.548044;3182.342000
768.000000;0.545596;3283.526000
769.000000;0.543149;3395.697000
770.000000;0.540701;3527.934000
771.000000;0.538252;3690.184000
772.000000;0.535803;3870.579000
773.000000;0.533354;4097.158000
774.000000;0.530905;4361.276000
775.000000;0.528455;4692.107000
776.000000;0.526004;5058.079000
777.000000;0.523554;5507.158000
778.000000;0.521103;6043.303000
779.000000;0.518651;6600.026000
780.000000;0.516199;7261.263000
781.000000;0.513747;7927.250000
782.000000;0.511295;8624.079000
783.000000;0.508842;9285.355000
784.000000;0.506389;9909.947000
785.000000;0.503935;10498.780000
786.000000;0.501481;10980.300000
787.000000;0.499027;11450.120000
788.000000;0.496572;11884.740000
789.000000;0.494117;12311.430000
790.000000;0.491662;12695.920000
791.000000;0.489206;13144.120000
792.000000;0.486750;13563.720000
793.000000;0.484294;14024.300000
794.000000;0.481837;14436.550000
795.000000;0.479380;14757.360000
796.000000;0.476922;15017.670000
797.000000;0.474465;15085.720000
798.000000;0.472007;15021.930000
799.000000;0.469548;14690.420000
800.000000;0.467089;14229.210000
801.000000;0.464630;13563.110000
802.000000;0.462171;12721.090000
803.000000;0.459711;11786.790000
804.000000;0.457251;10832.620000
805.000000;0.454791;9853.592000
806.000000;0.452330;8904.658000
807.000000;0.449869;8028.816000
808.000000;0.447408;7233.447000
809.000000;0.444946;6550.829000
810.000000;0.442484;5934.105000
811.000000;0.440022;5429.895000
812.000000;0.437559;5010.618000
813.000000;0.435096;4663.289000
814.000000;0.432633;4403.658000
815.000000;0.430169;4196.039000
816.000000;0.427706;4046.039000
817.000000;0.425242;3951.276000
818.000000;0.422777;3905.513000
819.000000;0.420312;3883.487000
820.000000;0.417847;3900.750000
821.000000;0.415382;3938.539000
822.000000;0.412916;3969.382000
823.000000;0.410450;4018.579000
824.000000;0.407984;4129.947000
825.000000;0.405518;4250.697000
826.000000;0.403051;4486.184000
827.000000;0.400584;4837.461000
828.000000;0.398117;5376.882000
829.000000;0.395649;6117.658000
830.000000;0.393181;7059.671000
831.000000;0.390713;7587.434000
832.000000;0.388244;nan
833.000000;0.385776;nan
834.000000;0.383307;nan
835.000000;0.380837;nan
836.000000;0.378368;nan
837.000000;0.375898;nan
838.000000;0.373428;nan
839.000000;0.370957;nan
840.000000;0.368487;nan
841.000000;0.366016;nan
842.000000;0.363545;nan
843.000000;0.361073;nan
844.000000;0.358602;nan
845.000000;0.356130;nan
846.000000;0.353658;nan
847.000000;0.351185;nan
848.000000;0.348713;nan
849.000000;0.346240;9071.737000
850.000000;0.343766;10433.430000
851.000000;0.341293;11303.330000
852.000000;0.338819;12272.450000
853.000000;0.336345;13354.660000
854.000000;0.333871;14475.790000
855.000000;0.331397;15732.260000
856.000000;0.328922;17078.090000
857.000000;0.326448;18431.860000
858.000000;0.323972;19784.080000
859.000000;0.321497;21150.990000
860.000000;0.319022;22334.800000
861.000000;0.316546;23403.470000
862.000000;0.314070;24240.820000
863.000000;0.311594;24794.130000
864.000000;0.309117;25134.320000
865.000000;0.306641;25198.500000
866.000000;0.304164;24949.550000
867.000000;0.301687;24527.580000
868.000000;0.299209;23875.720000
869.000000;0.296732;23063.780000
870.000000;0.294254;22174.240000
871.000000;0.291776;21196.130000
872.000000;0.289298;20267.070000
873.000000;0.286820;19345.390000
874.000000;0.284341;18388.250000
875.000000;0.281862;17533.160000
876.000000;0.279384;16728.030000
877.000000;0.276904;15985.870000
878.000000;0.274425;15294.250000
879.000000;0.271945;14655.700000
880.000000;0.269466;14093.250000
881.000000;0.266986;13590.910000
882.000000;0.264506;13128.140000
883.000000;0.262025;12707.250000
884.000000;0.259545;12339.200000
885.000000;0.257064;11989.130000
