Sum vertically x	Sum vertically y
-1.466196e+00	5.878844e+03
-1.463537e+00	5.874813e+03
-1.460878e+00	5.843813e+03
-1.458219e+00	5.840750e+03
-1.455559e+00	5.812906e+03
-1.452900e+00	5813
-1.450241e+00	5.816656e+03
-1.447582e+00	5.791438e+03
-1.444922e+00	5.805635e+03
-1.442263e+00	5.691346e+03
-1.439604e+00	5.726323e+03
-1.436945e+00	5.726281e+03
-1.434285e+00	5.685635e+03
-1.431626e+00	5.668427e+03
-1.428967e+00	5.652667e+03
-1.426308e+00	5.673979e+03
-1.423649e+00	5.632312e+03
-1.420989e+00	5.640198e+03
-1.418330e+00	5.655377e+03
-1.415671e+00	5.530910e+03
-1.413012e+00	5.579198e+03
-1.410352e+00	5.574063e+03
-1.407693e+00	5.499302e+03
-1.405034e+00	5.492208e+03
-1.402375e+00	5.487969e+03
-1.399715e+00	5.535531e+03
-1.397056e+00	5.480104e+03
-1.394397e+00	5.463865e+03
-1.391738e+00	5.487940e+03
-1.389078e+00	5.419134e+03
-1.386419e+00	5.350621e+03
-1.383760e+00	5.351792e+03
-1.381101e+00	5.323198e+03
-1.378441e+00	5.308531e+03
-1.375782e+00	5.273385e+03
-1.373123e+00	5.235583e+03
-1.370464e+00	5.224990e+03
-1.367804e+00	5.200969e+03
-1.365145e+00	5.163948e+03
-1.362486e+00	5.185483e+03
-1.359827e+00	5.042733e+03
-1.357167e+00	5.030719e+03
-1.354508e+00	5.064177e+03
-1.351849e+00	5.011792e+03
-1.349190e+00	5.007698e+03
-1.346531e+00	4.983052e+03
-1.343871e+00	4.963781e+03
-1.341212e+00	4.914823e+03
-1.338553e+00	4.890031e+03
-1.335894e+00	4.856490e+03
-1.333234e+00	4.906604e+03
-1.330575e+00	4.789202e+03
-1.327916e+00	4.815406e+03
-1.325257e+00	4.761375e+03
-1.322597e+00	4.732167e+03
-1.319938e+00	4.705542e+03
-1.317279e+00	4.672344e+03
-1.314620e+00	4.667469e+03
-1.311960e+00	4.657687e+03
-1.309301e+00	4.633375e+03
-1.306642e+00	4.595698e+03
-1.303983e+00	4.629042e+03
-1.301323e+00	4.499846e+03
-1.298664e+00	4.485229e+03
-1.296005e+00	4.465521e+03
-1.293346e+00	4.460875e+03
-1.290686e+00	4.413188e+03
-1.288027e+00	4.364760e+03
-1.285368e+00	4.333875e+03
-1.282709e+00	4.329229e+03
-1.280049e+00	4.297958e+03
-1.277390e+00	4.285708e+03
-1.274731e+00	4.302448e+03
-1.272072e+00	4.188118e+03
-1.269413e+00	4.188875e+03
-1.266753e+00	4.181302e+03
-1.264094e+00	4.162531e+03
-1.261435e+00	4.176156e+03
-1.258776e+00	4.084979e+03
-1.256116e+00	4.083198e+03
-1.253457e+00	4.082583e+03
-1.250798e+00	4.101646e+03
-1.248139e+00	4.037854e+03
-1.245479e+00	4.056500e+03
-1.242820e+00	4.082042e+03
-1.240161e+00	4.012598e+03
-1.237502e+00	4.037281e+03
-1.234842e+00	4.050500e+03
-1.232183e+00	4.048354e+03
-1.229524e+00	4.004667e+03
-1.226865e+00	4.016531e+03
-1.224205e+00	4.013198e+03
-1.221546e+00	3.981948e+03
-1.218887e+00	3.975052e+03
-1.216228e+00	3.960865e+03
-1.213568e+00	3.944635e+03
-1.210909e+00	3.921528e+03
-1.208250e+00	3.864090e+03
-1.205591e+00	3.850865e+03
-1.202931e+00	3.841031e+03
-1.200272e+00	3.827427e+03
-1.197613e+00	3.804635e+03
-1.194954e+00	3.773344e+03
-1.192295e+00	3.760781e+03
-1.189635e+00	3.737188e+03
-1.186976e+00	3.731021e+03
-1.184317e+00	3.686750e+03
-1.181658e+00	3.679490e+03
-1.178998e+00	3.647026e+03
-1.176339e+00	3.631127e+03
-1.173680e+00	3.602396e+03
-1.171021e+00	3.569875e+03
-1.168361e+00	3.581750e+03
-1.165702e+00	3.573719e+03
-1.163043e+00	3.555885e+03
-1.160384e+00	3.538656e+03
-1.157724e+00	3.547583e+03
-1.155065e+00	3.540458e+03
-1.152406e+00	3.518781e+03
-1.149747e+00	3.513406e+03
-1.147087e+00	3.511841e+03
-1.144428e+00	3.487358e+03
-1.141769e+00	3.493531e+03
-1.139110e+00	3.488625e+03
-1.136450e+00	3.466177e+03
-1.133791e+00	3.451406e+03
-1.131132e+00	3.459896e+03
-1.128473e+00	3.421875e+03
-1.125813e+00	3.434948e+03
-1.123154e+00	3.394292e+03
-1.120495e+00	3.412187e+03
-1.117836e+00	3.368865e+03
-1.115177e+00	3.368177e+03
-1.112517e+00	3.377552e+03
-1.109858e+00	3.320740e+03
-1.107199e+00	3.319146e+03
-1.104540e+00	3.317281e+03
-1.101880e+00	3.346375e+03
-1.099221e+00	3.317448e+03
-1.096562e+00	3.331979e+03
-1.093903e+00	3.340323e+03
-1.091243e+00	3.331063e+03
-1.088584e+00	3.349667e+03
-1.085925e+00	3.339125e+03
-1.083266e+00	3.360844e+03
-1.080606e+00	3.384125e+03
-1.077947e+00	3.392608e+03
-1.075288e+00	3.369250e+03
-1.072629e+00	3.382646e+03
-1.069969e+00	3.403531e+03
-1.067310e+00	3.398094e+03
-1.064651e+00	3.393719e+03
-1.061992e+00	3.402344e+03
-1.059332e+00	3.375615e+03
-1.056673e+00	3.345969e+03
-1.054014e+00	3.346417e+03
-1.051355e+00	3.334844e+03
-1.048695e+00	3.314031e+03
-1.046036e+00	3.291355e+03
-1.043377e+00	3.265573e+03
-1.040718e+00	3.232646e+03
-1.038059e+00	3.209875e+03
-1.035399e+00	3.146094e+03
-1.032740e+00	3.141958e+03
-1.030081e+00	3.083042e+03
-1.027422e+00	3.055208e+03
-1.024762e+00	3.033396e+03
-1.022103e+00	3.027208e+03
-1.019444e+00	2.983990e+03
-1.016785e+00	2.966823e+03
-1.014125e+00	2.928063e+03
-1.011466e+00	2.892052e+03
-1.008807e+00	2.888885e+03
-1.006148e+00	2.843104e+03
-1.003488e+00	2.827792e+03
-1.000829e+00	2.835083e+03
-9.981699e-01	2.805906e+03
-9.955106e-01	2.817479e+03
-9.928514e-01	2.793802e+03
-9.901922e-01	2.800906e+03
-9.875329e-01	2.762917e+03
-9.848737e-01	2.755417e+03
-9.822144e-01	2.751083e+03
-9.795552e-01	2.765719e+03
-9.768960e-01	2.748080e+03
-9.742367e-01	2.751206e+03
-9.715775e-01	2.759958e+03
-9.689182e-01	2.776385e+03
-9.662590e-01	2.807406e+03
-9.635998e-01	2.839198e+03
-9.609405e-01	2.869479e+03
-9.582813e-01	2.808750e+03
-9.556220e-01	NaN
-9.529628e-01	NaN
-9.503035e-01	NaN
-9.476443e-01	NaN
-9.449851e-01	NaN
-9.423258e-01	NaN
-9.396666e-01	2.986344e+03
-9.370073e-01	3.129542e+03
-9.343481e-01	3.129125e+03
-9.316889e-01	3.117125e+03
-9.290296e-01	3.087208e+03
-9.263704e-01	3.060896e+03
-9.237111e-01	3.049552e+03
-9.210519e-01	2.990719e+03
-9.183926e-01	2.973167e+03
-9.157334e-01	2.953271e+03
-9.130742e-01	2.888927e+03
-9.104149e-01	2.829906e+03
-9.077557e-01	2.772563e+03
-9.050964e-01	2.732276e+03
-9.024372e-01	2.671315e+03
-8.997780e-01	2.652635e+03
-8.971187e-01	2.659729e+03
-8.944595e-01	2.642448e+03
-8.918002e-01	2.638573e+03
-8.891410e-01	2.607500e+03
-8.864818e-01	2.619573e+03
-8.838225e-01	2.597427e+03
-8.811633e-01	2.599000e+03
-8.785040e-01	2.602396e+03
-8.758448e-01	2.590385e+03
-8.731855e-01	2.569531e+03
-8.705263e-01	2.563865e+03
-8.678671e-01	2.555031e+03
-8.652078e-01	2.520833e+03
-8.625486e-01	2.503823e+03
-8.598893e-01	2.499854e+03
-8.572301e-01	2.507490e+03
-8.545709e-01	2.478417e+03
-8.519116e-01	2.473729e+03
-8.492524e-01	2.457448e+03
-8.465931e-01	2.477417e+03
-8.439339e-01	2.442646e+03
-8.412746e-01	2.415698e+03
-8.386154e-01	2.410260e+03
-8.359562e-01	2.407906e+03
-8.332969e-01	2.393354e+03
-8.306377e-01	2.395828e+03
-8.279784e-01	2.359521e+03
-8.253192e-01	2.356500e+03
-8.226600e-01	2.344260e+03
-8.200007e-01	2.346802e+03
-8.173415e-01	2.327323e+03
-8.146822e-01	2.317323e+03
-8.120230e-01	2.307927e+03
-8.093638e-01	2.300406e+03
-8.067045e-01	2.300010e+03
-8.040453e-01	2.274125e+03
-8.013860e-01	2.275063e+03
-7.987268e-01	2.285531e+03
-7.960675e-01	2.267094e+03
-7.934083e-01	2.257448e+03
-7.907491e-01	2.249125e+03
-7.880898e-01	2.242177e+03
-7.854306e-01	2.258333e+03
-7.827713e-01	2.251688e+03
-7.801121e-01	2.265573e+03
-7.774529e-01	2.277188e+03
-7.747936e-01	2.287531e+03
-7.721344e-01	2.313406e+03
-7.694751e-01	2.319750e+03
-7.668159e-01	2.375104e+03
-7.641566e-01	2.444073e+03
-7.614974e-01	2.483844e+03
-7.588382e-01	2.577990e+03
-7.561789e-01	2.693813e+03
-7.535197e-01	2.757625e+03
-7.508604e-01	2.812198e+03
-7.482012e-01	2.824094e+03
-7.455420e-01	2.840260e+03
-7.428827e-01	2.803563e+03
-7.402235e-01	2.784479e+03
-7.375642e-01	2.746219e+03
-7.349050e-01	2.728698e+03
-7.322457e-01	2.692281e+03
-7.295865e-01	2.649552e+03
-7.269273e-01	2.601271e+03
-7.242680e-01	2.527792e+03
-7.216088e-01	2.466542e+03
-7.189495e-01	2.379458e+03
-7.162903e-01	2.339500e+03
-7.136311e-01	2.331417e+03
-7.109718e-01	2.323552e+03
-7.083126e-01	2.310448e+03
-7.056533e-01	2.277990e+03
-7.029941e-01	2.294552e+03
-7.003349e-01	2.290552e+03
-6.976756e-01	2.255948e+03
-6.950164e-01	2.270969e+03
-6.923571e-01	2.231906e+03
-6.896979e-01	2.243115e+03
-6.870386e-01	2.199667e+03
-6.843794e-01	2.201500e+03
-6.817202e-01	2.189427e+03
-6.790609e-01	2.165313e+03
-6.764017e-01	2.158177e+03
-6.737424e-01	2.145438e+03
-6.710832e-01	2.156260e+03
-6.684240e-01	2.130656e+03
-6.657647e-01	2.148823e+03
-6.631055e-01	2.148490e+03
-6.604462e-01	2.165021e+03
-6.577870e-01	2.155417e+03
-6.551277e-01	2.129271e+03
-6.524685e-01	2.146760e+03
-6.498093e-01	2.143271e+03
-6.471500e-01	2.152969e+03
-6.444908e-01	2.148870e+03
-6.418315e-01	2.131146e+03
-6.391723e-01	2.133698e+03
-6.365131e-01	2.132458e+03
-6.338538e-01	2.153896e+03
-6.311946e-01	2.127177e+03
-6.285353e-01	2.126885e+03
-6.258761e-01	2.139542e+03
-6.232169e-01	2.132969e+03
-6.205576e-01	2.146010e+03
-6.178984e-01	2.171500e+03
-6.152391e-01	2.213510e+03
-6.125799e-01	2.217729e+03
-6.099206e-01	2.228396e+03
-6.072614e-01	2.262891e+03
-6.046022e-01	2.276865e+03
-6.019429e-01	2.255260e+03
-5.992837e-01	2.237458e+03
-5.966244e-01	2.211781e+03
-5.939652e-01	2.204917e+03
-5.913060e-01	2.156594e+03
-5.886467e-01	2.129823e+03
-5.859875e-01	2.113563e+03
-5.833282e-01	2.087406e+03
-5.806690e-01	2.047958e+03
-5.780097e-01	2.044938e+03
-5.753505e-01	1.995802e+03
-5.726913e-01	1.988385e+03
-5.700320e-01	1.989656e+03
-5.673728e-01	1.969313e+03
-5.647135e-01	1.974156e+03
-5.620543e-01	1.969656e+03
-5.593951e-01	1.966417e+03
-5.567358e-01	1.967198e+03
-5.540766e-01	1.955906e+03
-5.514173e-01	1.940313e+03
-5.487581e-01	1.950052e+03
-5.460989e-01	1.943031e+03
-5.434396e-01	1.957708e+03
-5.407804e-01	1.946750e+03
-5.381211e-01	1.950052e+03
-5.354619e-01	1.944354e+03
-5.328026e-01	1.947016e+03
-5.301434e-01	1.955625e+03
-5.274842e-01	1.950333e+03
-5.248249e-01	1.958115e+03
-5.221657e-01	1.955521e+03
-5.195064e-01	1.956615e+03
-5.168472e-01	1.960604e+03
-5.141880e-01	1.960073e+03
-5.115287e-01	1.956781e+03
-5.088695e-01	1.965771e+03
-5.062102e-01	1.971323e+03
-5.035510e-01	1.959385e+03
-5.008917e-01	1.995229e+03
-4.982325e-01	2.001363e+03
-4.955733e-01	2.016665e+03
-4.929140e-01	2.076198e+03
-4.902548e-01	2.069396e+03
-4.875955e-01	2.090156e+03
-4.849363e-01	2.107917e+03
-4.822771e-01	2.149875e+03
-4.796178e-01	2.132656e+03
-4.769586e-01	2.130302e+03
-4.742993e-01	2.114385e+03
-4.716401e-01	2.107031e+03
-4.689809e-01	2.078760e+03
-4.663216e-01	2.067823e+03
-4.636624e-01	2.065833e+03
-4.610031e-01	2.059269e+03
-4.583439e-01	2.044869e+03
-4.556846e-01	2.054219e+03
-4.530254e-01	2.074521e+03
-4.503662e-01	2.080583e+03
-4.477069e-01	2.095781e+03
-4.450477e-01	2.094125e+03
-4.423884e-01	2.125552e+03
-4.397292e-01	2.165042e+03
-4.370700e-01	2.179948e+03
-4.344107e-01	2.200625e+03
-4.317515e-01	2.227042e+03
-4.290922e-01	2.229125e+03
-4.264330e-01	2.237329e+03
-4.237737e-01	2.240757e+03
-4.211145e-01	2.283740e+03
-4.184553e-01	2.289552e+03
-4.157960e-01	2.333385e+03
-4.131368e-01	2.361760e+03
-4.104775e-01	2.411885e+03
-4.078183e-01	2.452635e+03
-4.051591e-01	2.512510e+03
-4.024998e-01	2.596594e+03
-3.998406e-01	2.687250e+03
-3.971813e-01	2.827146e+03
-3.945221e-01	3.036906e+03
-3.918628e-01	3.251073e+03
-3.892036e-01	3.774474e+03
-3.865444e-01	4.662700e+03
-3.838851e-01	6.007844e+03
-3.812259e-01	7.777771e+03
-3.785666e-01	1.023928e+04
-3.759074e-01	1.327164e+04
-3.732482e-01	1.647066e+04
-3.705889e-01	1.914457e+04
-3.679297e-01	2.069823e+04
-3.652704e-01	2.096318e+04
-3.626112e-01	1.985504e+04
-3.599520e-01	1.786879e+04
-3.572927e-01	1.517870e+04
-3.546335e-01	1.148217e+04
-3.519742e-01	8.318525e+03
-3.493150e-01	6.266073e+03
-3.466557e-01	5.343875e+03
-3.439965e-01	4.754417e+03
-3.413373e-01	4.349615e+03
-3.386780e-01	4.000500e+03
-3.360188e-01	3.903115e+03
-3.333595e-01	3.806323e+03
-3.307003e-01	3.726125e+03
-3.280411e-01	3.675125e+03
-3.253818e-01	3.688740e+03
-3.227226e-01	3.696469e+03
-3.200633e-01	3.798921e+03
-3.174041e-01	3.917388e+03
-3.147448e-01	4.120208e+03
-3.120856e-01	4.341781e+03
-3.094264e-01	4.518125e+03
-3.067671e-01	4.751740e+03
-3.041079e-01	5.060781e+03
-3.014486e-01	5.395021e+03
-2.987894e-01	5.795667e+03
-2.961302e-01	6.137094e+03
-2.934709e-01	6.497844e+03
-2.908117e-01	6.858896e+03
-2.881524e-01	7.104698e+03
-2.854932e-01	7.281142e+03
-2.828340e-01	7.300973e+03
-2.801747e-01	7.061906e+03
-2.775155e-01	6.767740e+03
-2.748562e-01	6.406063e+03
-2.721970e-01	5.956844e+03
-2.695377e-01	5.552438e+03
-2.668785e-01	5.102594e+03
-2.642193e-01	4.702083e+03
-2.615600e-01	4.339729e+03
-2.589008e-01	4.010823e+03
-2.562415e-01	3.735625e+03
-2.535823e-01	3.493583e+03
-2.509231e-01	3.212871e+03
-2.482638e-01	3.020625e+03
-2.456046e-01	2.922750e+03
-2.429453e-01	2.838969e+03
-2.402861e-01	2.750031e+03
-2.376268e-01	2.681937e+03
-2.349676e-01	2.621813e+03
-2.323084e-01	2.568469e+03
-2.296491e-01	2.516250e+03
-2.269899e-01	2.481063e+03
-2.243306e-01	2.458531e+03
-2.216714e-01	2420
-2.190122e-01	2.377250e+03
-2.163529e-01	2.345812e+03
-2.136937e-01	2.345938e+03
-2.110344e-01	2.314500e+03
-2.083752e-01	2.288125e+03
-2.057160e-01	2.283000e+03
-2.030567e-01	2.266437e+03
-2.003975e-01	2.243063e+03
-1.977382e-01	2.248375e+03
-1.950790e-01	2.247156e+03
-1.924197e-01	2.231562e+03
-1.897605e-01	2.246156e+03
-1.871013e-01	2.229479e+03
-1.844420e-01	2.199417e+03
-1.817828e-01	2.223500e+03
-1.791235e-01	2.204281e+03
-1.764643e-01	2.199938e+03
-1.738051e-01	2.218344e+03
-1.711458e-01	2.198594e+03
-1.684866e-01	2.227062e+03
-1.658273e-01	2.209625e+03
-1.631681e-01	2.216094e+03
-1.605088e-01	2.219969e+03
-1.578496e-01	2.206219e+03
-1.551904e-01	2.239625e+03
-1.525311e-01	2.221335e+03
-1.498719e-01	2.229854e+03
-1.472126e-01	2.238063e+03
-1.445534e-01	2.249271e+03
-1.418942e-01	2.250677e+03
-1.392349e-01	2.266958e+03
-1.365757e-01	2.258792e+03
-1.339164e-01	2.281667e+03
-1.312572e-01	2.297135e+03
-1.285979e-01	2.288938e+03
-1.259387e-01	2.312583e+03
-1.232795e-01	2.359887e+03
-1.206202e-01	2.444033e+03
-1.179610e-01	2.687781e+03
-1.153017e-01	2.857417e+03
-1.126425e-01	2.981844e+03
-1.099833e-01	3.105344e+03
-1.073240e-01	3.203917e+03
-1.046648e-01	3.398396e+03
-1.020055e-01	3.536260e+03
-9.934629e-02	3.745625e+03
-9.668705e-02	3.928167e+03
-9.402781e-02	4.178808e+03
-9.136857e-02	4.408856e+03
-8.870933e-02	4.607979e+03
-8.605009e-02	4.771823e+03
-8.339085e-02	4.956167e+03
-8.073160e-02	5.215969e+03
-7.807236e-02	5.395156e+03
-7.541312e-02	5.635958e+03
-7.275388e-02	5.894760e+03
-7.009464e-02	6.150500e+03
-6.743540e-02	6.481667e+03
-6.477616e-02	6.855471e+03
-6.211691e-02	7.376306e+03
-5.945767e-02	8.013908e+03
-5.679843e-02	8.493469e+03
-5.413919e-02	9.250469e+03
-5.147995e-02	9.924094e+03
-4.882071e-02	1.042190e+04
-4.616147e-02	1.130666e+04
-4.350222e-02	1.204276e+04
-4.084298e-02	1.294621e+04
-3.818374e-02	1.413999e+04
-3.552450e-02	1.519656e+04
-3.286526e-02	1.708246e+04
-3.020602e-02	2.039129e+04
-2.754678e-02	2.348418e+04
-2.488753e-02	2.708278e+04
-2.222829e-02	3.147317e+04
-1.956905e-02	2.010147e+04
-1.690981e-02	2.349469e+03
-1.425057e-02	5.998958e+01
-1.159133e-02	5.955208e+01
-8.932085e-03	5.812500e+01
-6.272844e-03	5.890000e+01
-3.613603e-03	5.722292e+01
-9.543612e-04	5.820833e+01
