Pixel;q_z(A^-1);Intensity
881.000000;0.266986;12076.170000
882.000000;0.264506;12216.840000
883.000000;0.262025;12440.780000
884.000000;0.259545;12658.170000
885.000000;0.257064;12904.220000
886.000000;0.254583;13180.110000
887.000000;0.252102;13395.070000
888.000000;0.249621;13695.970000
889.000000;0.247140;13974.110000
890.000000;0.244658;14319.920000
891.000000;0.242176;14695.260000
892.000000;0.239695;15098.840000
893.000000;0.237212;15551.540000
894.000000;0.234730;16041.420000
895.000000;0.232248;16437.740000
896.000000;0.229765;16977.540000
897.000000;0.227282;17623.180000
898.000000;0.224800;18134.180000
899.000000;0.222316;18797.830000
900.000000;0.219833;19539.630000
901.000000;0.217350;20234.380000
902.000000;0.214866;21077.950000
903.000000;0.212383;21882.740000
904.000000;0.209899;22744.430000
905.000000;0.207415;23872.880000
906.000000;0.204931;24828.780000
907.000000;0.202446;25962.660000
908.000000;0.199962;27425.050000
909.000000;0.197477;28364.420000
910.000000;0.194993;30126.670000
911.000000;0.192508;31693.880000
912.000000;0.190023;32835.760000
913.000000;0.187538;35208.800000
914.000000;0.185053;36641.500000
915.000000;0.182567;38500.620000
916.000000;0.180082;41384.920000
917.000000;0.177596;28245.910000
918.000000;0.175110;8294.408000
919.000000;0.172624;7592.947000
920.000000;0.170138;7354.026000
921.000000;0.167652;7271.158000
922.000000;0.165166;6959.605000
923.000000;0.162680;6483.158000
924.000000;0.160193;6546.842000
925.000000;0.157707;6555.947000
926.000000;0.155220;6606.303000
927.000000;0.152733;6648.908000
928.000000;0.150246;6710.961000
929.000000;0.147759;6721.197000
930.000000;0.145272;6802.211000
931.000000;0.142785;6846.066000
932.000000;0.140297;6907.750000
933.000000;0.137810;7009.855000
934.000000;0.135322;7092.079000
935.000000;0.132835;7138.461000
936.000000;0.130347;7314.697000
937.000000;0.127859;7449.645000
938.000000;0.125371;7613.000000
939.000000;0.122883;7781.829000
940.000000;0.120395;8014.500000
941.000000;0.117907;8283.487000
942.000000;0.115419;8751.000000
943.000000;0.112930;9315.224000
944.000000;0.110442;9993.171000
945.000000;0.107954;10089.800000
946.000000;0.105465;10463.220000
947.000000;0.102976;10833.800000
948.000000;0.100488;11837.470000
949.000000;0.097999;12692.030000
950.000000;0.095510;13916.010000
951.000000;0.093021;15314.470000
952.000000;0.090532;18067.580000
953.000000;0.088043;21879.680000
954.000000;0.085554;30064.670000
955.000000;0.083065;29870.500000
956.000000;0.080576;22931.530000
957.000000;0.078086;23335.740000
958.000000;0.075597;25051.950000
959.000000;0.073108;28325.990000
960.000000;0.070618;31441.880000
961.000000;0.068129;35873.240000
962.000000;0.065639;42565.740000
963.000000;0.063150;50147.800000
964.000000;0.060660;57738.110000
965.000000;0.058170;62577.500000
966.000000;0.055681;59878.930000
967.000000;0.053191;26056.720000
968.000000;0.050701;682.934200
969.000000;0.048211;650.289500
970.000000;0.045722;646.684200
971.000000;0.043232;640.460500
972.000000;0.040742;629.618400
973.000000;0.038252;628.144700
974.000000;0.035762;626.513200
975.000000;0.033272;615.657900
976.000000;0.030782;611.526300
977.000000;0.028292;606.052600
978.000000;0.025802;597.552600
979.000000;0.023312;594.881600
980.000000;0.020822;585.236800
981.000000;0.018332;581.934200
982.000000;0.015842;574.394700
983.000000;0.013352;567.000000
984.000000;0.010862;559.171100
985.000000;0.008372;557.605300
986.000000;0.005881;552.657900
987.000000;0.003391;557.763200
988.000000;0.000901;548.118400
989.000000;-0.001589;550.855300
990.000000;-0.004079;544.631600
991.000000;-0.006569;540.552600
992.000000;-0.009059;536.671100
993.000000;-0.011549;533.986800
994.000000;-0.014039;534.407900
995.000000;-0.016529;527.000000
996.000000;-0.019019;526.815800
997.000000;-0.021509;519.342100
998.000000;-0.023999;515.315800
999.000000;-0.026489;513.328900
1000.000000;-0.028979;517.052600
