Sum vertically x	Sum vertically y
255	5.819810e+03
256	5.847238e+03
257	5.806857e+03
258	5.782905e+03
259	5.774810e+03
260	5.712190e+03
261	5.729857e+03
262	5.715857e+03
263	5.700810e+03
264	5.678381e+03
265	5.663286e+03
266	5.658429e+03
267	5.682524e+03
268	5.636333e+03
269	5.676238e+03
270	5.651905e+03
271	5.648762e+03
272	5.616286e+03
273	5.618667e+03
274	5.622429e+03
275	5.606381e+03
276	5.613952e+03
277	5.601143e+03
278	5.563476e+03
279	5.564381e+03
280	5.552571e+03
281	5.574286e+03
282	5.524524e+03
283	5.516952e+03
284	5.483810e+03
285	5.478571e+03
286	5.493714e+03
287	5.471905e+03
288	5.471238e+03
289	5.411810e+03
290	5.427762e+03
291	5.423619e+03
292	5.397381e+03
293	5.393524e+03
294	5.368286e+03
295	5347
296	5.344238e+03
297	5.300571e+03
298	5.352095e+03
299	5.287571e+03
300	5.282095e+03
301	5.266810e+03
302	5267
303	5.280190e+03
304	5.212381e+03
305	5199
306	5.187238e+03
307	5.225714e+03
308	5.175810e+03
309	5.195857e+03
310	5.151905e+03
311	5.136857e+03
312	5.144095e+03
313	5.095905e+03
314	5.065190e+03
315	5.048190e+03
316	5.014333e+03
317	4.988810e+03
318	4.950190e+03
319	4.942905e+03
320	4.954286e+03
321	4882
322	4.881714e+03
323	4.855571e+03
324	4.822190e+03
325	4.785333e+03
326	4.816333e+03
327	4.737571e+03
328	4.751571e+03
329	4.721429e+03
330	4.700190e+03
331	4.671667e+03
332	4.648905e+03
333	4.612381e+03
334	4.614714e+03
335	4.582667e+03
336	4.576857e+03
337	4.542238e+03
338	4.540238e+03
339	4.493905e+03
340	4.463619e+03
341	4.434571e+03
342	4.439048e+03
343	4.392857e+03
344	4381
345	4.344095e+03
346	4.363476e+03
347	4.317143e+03
348	4.314762e+03
349	4.246524e+03
350	4.246762e+03
351	4.233667e+03
352	4.180429e+03
353	4.144190e+03
354	4.099143e+03
355	4.107762e+03
356	4.096476e+03
357	4.071810e+03
358	4.050524e+03
359	4.025476e+03
360	4.003048e+03
361	3.970762e+03
362	3.952429e+03
363	3.960286e+03
364	3.957429e+03
365	3.898286e+03
366	3.885857e+03
367	3.877143e+03
368	3.894524e+03
369	3.858429e+03
370	3.847286e+03
371	3.816238e+03
372	3.855905e+03
373	3.846905e+03
374	3.833476e+03
375	3.859429e+03
376	3.847238e+03
377	3806
378	3.814619e+03
379	3.813381e+03
380	3.781524e+03
381	3.797952e+03
382	3769
383	3.731667e+03
384	3.708857e+03
385	3.719333e+03
386	3.697810e+03
387	3.672571e+03
388	3.678429e+03
389	3.635571e+03
390	3.619762e+03
391	3.595286e+03
392	3.575619e+03
393	3.558857e+03
394	3.537238e+03
395	3.517238e+03
396	3.505429e+03
397	3.473619e+03
398	3.477619e+03
399	3.440381e+03
400	3.426762e+03
401	3.392476e+03
402	3.396238e+03
403	3.399476e+03
404	3.393571e+03
405	3.382381e+03
406	3.373286e+03
407	3.380238e+03
408	3.371476e+03
409	3.374095e+03
410	3.362333e+03
411	3.357476e+03
412	3.375905e+03
413	3.364476e+03
414	3.359857e+03
415	3.323429e+03
416	3.327762e+03
417	3.315476e+03
418	3.303905e+03
419	3.310286e+03
420	3.288095e+03
421	3.277571e+03
422	3.243619e+03
423	3.241619e+03
424	3.266190e+03
425	3.295905e+03
426	3.220476e+03
427	3.214143e+03
428	3.207619e+03
429	3.257952e+03
430	3.215333e+03
431	3.232667e+03
432	3.248619e+03
433	3.228429e+03
434	3.245095e+03
435	3.262143e+03
436	3.264714e+03
437	3.294238e+03
438	3.287095e+03
439	3.323762e+03
440	3.313000e+03
441	3.332905e+03
442	3.327048e+03
443	3.336810e+03
444	3.336952e+03
445	3.366619e+03
446	3.336238e+03
447	3.308810e+03
448	3.313429e+03
449	3.294429e+03
450	3.284048e+03
451	3.255810e+03
452	3.255429e+03
453	3.229619e+03
454	3.198286e+03
455	3.179762e+03
456	3.113095e+03
457	3.107762e+03
458	3.049810e+03
459	3.009333e+03
460	3.003429e+03
461	2.979524e+03
462	2.938286e+03
463	2.931524e+03
464	2.906238e+03
465	2.875476e+03
466	2.838714e+03
467	2.846143e+03
468	2.811619e+03
469	2.790143e+03
470	2.800714e+03
471	2.776381e+03
472	2.779762e+03
473	2.745095e+03
474	2.762190e+03
475	2.735048e+03
476	2.740857e+03
477	2.733571e+03
478	2.744714e+03
479	2.727190e+03
480	2.761857e+03
481	2.743952e+03
482	2.754762e+03
483	2.767238e+03
484	2.807143e+03
485	2.835810e+03
486	2.899381e+03
487	2.834429e+03
488	NaN
489	NaN
490	NaN
491	NaN
492	NaN
493	NaN
494	NaN
495	3.037333e+03
496	3.193952e+03
497	3.152048e+03
498	3.142048e+03
499	3.128619e+03
500	3.104952e+03
501	3.090095e+03
502	3.043667e+03
503	2.999857e+03
504	2.967524e+03
505	2.909333e+03
506	2.867048e+03
507	2.787095e+03
508	2.750190e+03
509	2.712286e+03
510	2.667286e+03
511	2.653333e+03
512	2.647857e+03
513	2.640095e+03
514	2.642333e+03
515	2.628476e+03
516	2.631381e+03
517	2612
518	2.606619e+03
519	2.614333e+03
520	2591
521	2.580048e+03
522	2.570762e+03
523	2.565381e+03
524	2548
525	2.542429e+03
526	2.532143e+03
527	2511
528	2.537381e+03
529	2.491238e+03
530	2.490905e+03
531	2.476667e+03
532	2.489952e+03
533	2.471667e+03
534	2.443286e+03
535	2.428619e+03
536	2.426619e+03
537	2.408048e+03
538	2.422286e+03
539	2.422381e+03
540	2.391048e+03
541	2.382048e+03
542	2.367095e+03
543	2.374857e+03
544	2.326667e+03
545	2.342476e+03
546	2.328238e+03
547	2.309810e+03
548	2307
549	2.295238e+03
550	2.291190e+03
551	2.302619e+03
552	2.273667e+03
553	2.286524e+03
554	2.269714e+03
555	2270
556	2.268476e+03
557	2.274048e+03
558	2.295952e+03
559	2.271333e+03
560	2.289952e+03
561	2.312190e+03
562	2.326714e+03
563	2.338714e+03
564	2.403714e+03
565	2.500190e+03
566	2.538333e+03
567	2.633667e+03
568	2.753810e+03
569	2.794905e+03
570	2.848524e+03
571	2.899333e+03
572	2.925524e+03
573	2.940286e+03
574	2.894000e+03
575	2.874143e+03
576	2.839190e+03
577	2.811714e+03
578	2.778333e+03
579	2.724476e+03
580	2.659905e+03
581	2.572667e+03
582	2.518619e+03
583	2.448095e+03
584	2.400143e+03
585	2.395714e+03
586	2.367667e+03
587	2.365857e+03
588	2.357571e+03
589	2.333381e+03
590	2.325190e+03
591	2.341095e+03
592	2.304810e+03
593	2.320762e+03
594	2.279619e+03
595	2.294762e+03
596	2.242190e+03
597	2.242952e+03
598	2.232190e+03
599	2.211762e+03
600	2.189143e+03
601	2.184143e+03
602	2.176333e+03
603	2.198048e+03
604	2.146095e+03
605	2.200190e+03
606	2.175857e+03
607	2.189095e+03
608	2.185524e+03
609	2.176619e+03
610	2.181476e+03
611	2.176429e+03
612	2185
613	2.178333e+03
614	2.178048e+03
615	2170
616	2.166381e+03
617	2.158810e+03
618	2.176952e+03
619	2.154429e+03
620	2.167857e+03
621	2.158857e+03
622	2.173048e+03
623	2.193571e+03
624	2.208476e+03
625	2.250762e+03
626	2.235714e+03
627	2.279381e+03
628	2.307524e+03
629	2.307143e+03
630	2.325857e+03
631	2.299238e+03
632	2.290143e+03
633	2.249048e+03
634	2.248476e+03
635	2.201143e+03
636	2.187429e+03
637	2.148333e+03
638	2.119095e+03
639	2.098143e+03
640	2.079524e+03
641	2.029476e+03
642	2.015571e+03
643	2.016476e+03
644	2.030857e+03
645	2.006143e+03
646	2.011619e+03
647	1.997190e+03
648	1.990048e+03
649	1.979476e+03
650	1.978429e+03
651	1.964810e+03
652	1.978190e+03
653	1.977619e+03
654	1.970905e+03
655	1.981714e+03
656	1.972143e+03
657	1.981667e+03
658	1.984143e+03
659	1.963524e+03
660	1.977381e+03
661	1.971095e+03
662	1.985762e+03
663	1.991619e+03
664	1.964952e+03
665	1.979095e+03
666	1.978333e+03
667	1.986667e+03
668	1.985952e+03
669	1.990429e+03
670	2003
671	2.023619e+03
672	2.028286e+03
673	2.046048e+03
674	2.060810e+03
675	2.098143e+03
676	2.097571e+03
677	2.114619e+03
678	2.129571e+03
679	2.174333e+03
680	2.164143e+03
681	2.164619e+03
682	2.162238e+03
683	2.138476e+03
684	2.105286e+03
685	2.113429e+03
686	2.089238e+03
687	2.089476e+03
688	2.078095e+03
689	2.063381e+03
690	2.082571e+03
691	2.080857e+03
692	2.101143e+03
693	2.110143e+03
694	2.123571e+03
695	2.140571e+03
696	2.179857e+03
697	2.183714e+03
698	2.226619e+03
699	2.237095e+03
700	2.239143e+03
701	2.255667e+03
702	2.240286e+03
703	2.278286e+03
704	2.292238e+03
705	2.312905e+03
706	2.346857e+03
707	2.373714e+03
708	2.415429e+03
709	2.463667e+03
710	2.517810e+03
711	2.611619e+03
712	2.694238e+03
713	2.834714e+03
714	3.032143e+03
715	3.258571e+03
716	3.604429e+03
717	4.097952e+03
718	4.836810e+03
719	5.966333e+03
720	7.719095e+03
721	1.005400e+04
722	1.299052e+04
723	1.605100e+04
724	1.869514e+04
725	2.031014e+04
726	2.074938e+04
727	1.993524e+04
728	1.817548e+04
729	1.567214e+04
730	1.301290e+04
731	1.041229e+04
732	8.314143e+03
733	6.737571e+03
734	5.679810e+03
735	4.979190e+03
736	4.497952e+03
737	4.084810e+03
738	3.972143e+03
739	3.858095e+03
740	3.772286e+03
741	3.703381e+03
742	3.703524e+03
743	3.742476e+03
744	3.789048e+03
745	3.858476e+03
746	3.960429e+03
747	4.123095e+03
748	4.327524e+03
749	4.531190e+03
750	4.748905e+03
751	5.068429e+03
752	5.370143e+03
753	5.762048e+03
754	6.116000e+03
755	6.495952e+03
756	6.857810e+03
757	7.120667e+03
758	7.327381e+03
759	7.423238e+03
760	7.370667e+03
761	7.198381e+03
762	6.956190e+03
763	6.591095e+03
764	6.196571e+03
765	5.774714e+03
766	5.335857e+03
767	4.939476e+03
768	4.563952e+03
769	4.185429e+03
770	3.911429e+03
771	3.654095e+03
772	3.445952e+03
773	3.241429e+03
774	3.132810e+03
775	2.976143e+03
776	2.890048e+03
777	2.773476e+03
778	2.705524e+03
779	2.639048e+03
780	2.604476e+03
781	2.533048e+03
782	2.497762e+03
783	2.466381e+03
784	2.436714e+03
785	2.376143e+03
786	2.376238e+03
787	2.373952e+03
788	2.320524e+03
789	2.309524e+03
790	2.279571e+03
791	2.272619e+03
792	2264
793	2.247095e+03
794	2.255667e+03
795	2.224619e+03
796	2.225476e+03
797	2.229238e+03
798	2.207333e+03
799	2.202286e+03
800	2.197381e+03
801	2221
802	2.190905e+03
803	2.197857e+03
804	2.218048e+03
805	2.195952e+03
806	2.195000e+03
807	2.188952e+03
808	2.200048e+03
809	2.197190e+03
810	2.192714e+03
811	2.215143e+03
812	2.200810e+03
813	2.220095e+03
814	2.237905e+03
815	2.243905e+03
816	2.226333e+03
817	2.248238e+03
818	2.247667e+03
819	2.240619e+03
820	2.257381e+03
821	2.269810e+03
822	2.256762e+03
823	2.276571e+03
824	2.293619e+03
825	2.367238e+03
826	2.544048e+03
827	2.741143e+03
828	2.880905e+03
829	3.025238e+03
830	3.091952e+03
831	3.175714e+03
832	3.323762e+03
833	3.419619e+03
834	3.547048e+03
835	3.706286e+03
836	3.848190e+03
837	4.021286e+03
838	4.233524e+03
839	4.406571e+03
840	4.602095e+03
841	4.788524e+03
842	5.016476e+03
843	5.206143e+03
844	5.413143e+03
845	5.664238e+03
846	5.930095e+03
847	6.220333e+03
848	6.498619e+03
849	6.808810e+03
850	7.194286e+03
851	7.656810e+03
852	8.092333e+03
853	8.752619e+03
854	9.254857e+03
855	9.840571e+03
856	1.067690e+04
857	1.156043e+04
858	1.266095e+04
859	1.385148e+04
860	1.478062e+04
861	1.570862e+04
862	1.810562e+04
863	2.044614e+04
864	2.350376e+04
865	2.775067e+04
866	3.317643e+04
867	2.347476e+04
868	4.153095e+03
869	6.161905e+01
870	5.795238e+01
871	57
872	5.709524e+01
873	5.561905e+01
874	5.538095e+01
875	5.947619e+01
876	5.466667e+01
877	5.904762e+01
878	5.661905e+01
879	5.714286e+01
880	5.761905e+01
881	5.657143e+01
882	5.980952e+01
883	5.638095e+01
884	5.942857e+01
885	8.888095e+02
886	2.341271e+04
887	4.764038e+04
888	3.699890e+04
889	2.920414e+04
890	2.408810e+04
891	2.055543e+04
892	1.776610e+04
893	1.557705e+04
894	1.385862e+04
895	1.261819e+04
896	1.144519e+04
897	1.055557e+04
898	9.741048e+03
899	9.863143e+03
900	1.091771e+04
