# tth_AB (deg)   I_AB
4.016369677103649033e-02 2.586652424781867266e+08
9.699493271508455305e-02 2.480796359363866150e+08
1.538261686591325950e-01 2.776525857564662695e+08
2.106574046031806369e-01 2.025835875254318542e+11
2.674886405472287065e-01 3.566119281144342651e+11
3.243198764912767484e-01 3.735093909046459961e+11
3.811511124353247904e-01 2.696628753270668030e+11
4.379823483793728323e-01 2.198479522933265686e+11
4.948135843234209297e-01 1.500118361124308777e+11
5.516448202674689716e-01 1.101039528196562500e+11
6.084760562115170135e-01 8.253687462279992676e+10
6.653072921555650554e-01 6.584717706753018951e+10
7.221385280996130973e-01 5.233226768291761017e+10
7.789697640436611392e-01 4.564529521885969543e+10
8.358009999877091811e-01 3.902956812702212524e+10
8.926322359317572230e-01 3.583807837514057922e+10
9.494634718758053760e-01 3.203341772930916595e+10
1.006294707819853418e+00 2.804103803626562500e+10
1.063125943763901571e+00 2.667512781612020111e+10
1.119957179707949502e+00 2.439195475990400314e+10
1.176788415651997655e+00 2.375842306527733994e+10
1.233619651596045586e+00 2.308076826113286209e+10
1.290450887540093738e+00 2.232939245815667725e+10
1.347282123484141891e+00 4.705365944087452698e+10
1.404113359428189600e+00 5.156141110494908905e+10
1.460944595372237753e+00 4.658246505139382172e+10
1.517775831316285906e+00 4.117499653788293457e+10
1.574607067260333837e+00 3.751687205817507172e+10
1.631438303204381990e+00 3.401419341578577805e+10
1.688269539148429921e+00 3.067958468073434067e+10
1.745100775092478074e+00 2.872784609840941238e+10
1.801932011036526227e+00 2.645703098020018387e+10
1.858763246980574158e+00 2.510628628988047409e+10
1.915594482924622088e+00 2.334895468051227570e+10
1.972425718868670241e+00 2.449255824849279404e+10
2.029256954812718394e+00 2.715704117736930466e+10
2.086088190756766547e+00 2.571261160196559906e+10
2.142919426700814256e+00 2.447328783710826874e+10
2.199750662644862409e+00 2.379597184380895996e+10
2.256581898588910562e+00 2.247029665841466141e+10
2.313413134532958715e+00 2.159705487526139450e+10
2.370244370477006424e+00 2.062085095079553604e+10
2.427075606421055021e+00 2.037428878849051285e+10
2.483906842365102730e+00 1.969174381329113388e+10
2.540738078309150882e+00 1.953935913201393127e+10
2.597569314253199035e+00 1.933321189399361038e+10
2.654400550197247188e+00 1.921583371102535248e+10
2.711231786141294897e+00 1.975706399265733337e+10
2.768063022085343050e+00 1.975740741577755356e+10
2.824894258029391203e+00 2.008743285007893372e+10
2.881725493973438912e+00 2.092573129475391769e+10
2.938556729917487065e+00 2.284219185966843796e+10
2.995387965861535218e+00 2.495651977662982941e+10
3.052219201805583371e+00 2.738435790928340149e+10
3.109050437749631079e+00 3.049431841479162598e+10
3.165881673693679677e+00 3.394565860971081924e+10
3.222712909637727385e+00 3.806676897072585297e+10
3.279544145581775538e+00 3.755744077594997406e+10
3.336375381525823691e+00 3.987113752251190948e+10
3.393206617469871844e+00 4.137562894007415009e+10
3.450037853413919553e+00 4.159773049955313110e+10
3.506869089357967706e+00 3.979838344075678253e+10
3.563700325302015859e+00 3.708231931686824036e+10
3.620531561246064012e+00 3.338572698828596878e+10
3.677362797190112165e+00 2.946599995423262787e+10
3.734194033134160762e+00 2.888862025544697952e+10
3.791025269078208026e+00 2.681222505478038025e+10
3.847856505022256179e+00 2.390396276738701630e+10
3.904687740966304776e+00 2.037083188370225525e+10
3.961518976910352929e+00 1.847911673475062180e+10
4.018350212854400638e+00 1.875953866297365570e+10
4.075181448798448791e+00 2.146021616355578232e+10
4.132012684742496944e+00 2.598104097528266144e+10
4.188843920686545097e+00 2.984482473069281387e+10
4.245675156630592362e+00 3.026521682796174622e+10
4.302506392574640515e+00 2.607922076572805023e+10
4.359337628518688668e+00 2.106984999553579330e+10
4.416168864462737709e+00 1.782934350970430756e+10
4.473000100406784973e+00 1.477025110080835724e+10
4.529831336350833126e+00 1.315949231301428604e+10
4.586662572294881279e+00 1.241846682727724838e+10
4.643493808238928544e+00 1.201027475846354294e+10
4.700325044182976697e+00 1.180877118393688583e+10
4.757156280127025738e+00 1.179814778987239838e+10
4.813987516071073891e+00 1.188486209967922401e+10
4.870818752015121156e+00 1.224731468806738663e+10
4.927649987959169309e+00 1.286236075105061913e+10
4.984481223903217462e+00 1.385975930956755066e+10
5.041312459847265615e+00 1.514512686381425285e+10
5.098143695791313768e+00 1.736084676835684967e+10
5.154974931735361920e+00 1.897074915788882446e+10
5.211806167679410073e+00 2.044556197082402802e+10
5.268637403623458226e+00 2.156005053706890869e+10
5.325468639567505491e+00 2.203375738785457993e+10
5.382299875511553644e+00 2.244972057742441940e+10
5.439131111455601797e+00 2.276313361903631592e+10
5.495962347399649950e+00 2.307495229561522293e+10
5.552793583343698103e+00 2.347702834988282013e+10
5.609624819287746256e+00 2.332066043257585144e+10
5.666456055231794409e+00 2.251801723898334122e+10
5.723287291175841673e+00 2.037661505102388382e+10
5.780118527119889826e+00 1.798183118542236710e+10
5.836949763063937979e+00 1.576309629344273567e+10
5.893780999007987020e+00 1.404790099475469208e+10
5.950612234952034285e+00 1.270054360222937012e+10
6.007443470896082438e+00 1.183843190517118454e+10
6.064274706840130591e+00 1.124657442615453720e+10
6.121105942784178744e+00 1.079642198441563606e+10
