Sum horizontally x	Sum horizontally y
564	2.849961e+03
565	2.848066e+03
566	2.885882e+03
567	2.891184e+03
568	2.894974e+03
569	2.902776e+03
570	2.902158e+03
571	2.930434e+03
572	2.946842e+03
573	2.950158e+03
574	2.974145e+03
575	2.984461e+03
576	2.985447e+03
577	3.005289e+03
578	3.018921e+03
579	3.040487e+03
580	3.039211e+03
581	3.043132e+03
582	3.052013e+03
583	3.068671e+03
584	3.061500e+03
585	3.065513e+03
586	3.055513e+03
587	3.045211e+03
588	3.051171e+03
589	3.038105e+03
590	3.037513e+03
591	3.034368e+03
592	3.027395e+03
593	3.003895e+03
594	2.995789e+03
595	2.976184e+03
596	2.953184e+03
597	2.935961e+03
598	2.920158e+03
599	2.889737e+03
600	2.883079e+03
601	2.848566e+03
602	2.836513e+03
603	2.815197e+03
604	2.781132e+03
605	2.754487e+03
606	2.735605e+03
607	2.720145e+03
608	2.686421e+03
609	2.669105e+03
610	2.653776e+03
611	2.637250e+03
612	2625
613	2.602763e+03
614	2.587053e+03
615	2.568276e+03
616	2.556237e+03
617	2.558145e+03
618	2.521421e+03
619	2.395434e+03
620	NaN
621	NaN
622	NaN
623	NaN
624	NaN
625	NaN
626	NaN
627	NaN
628	NaN
629	NaN
630	NaN
631	NaN
632	NaN
633	NaN
634	NaN
635	NaN
636	NaN
637	2.335579e+03
638	2.443289e+03
639	2.446434e+03
640	2.442776e+03
641	2.376803e+03
642	2.454842e+03
643	2.458382e+03
644	2.467171e+03
645	2.501184e+03
646	2.499632e+03
647	2.527908e+03
648	2.558368e+03
649	2.575158e+03
650	2.590237e+03
651	2.600645e+03
652	2.592776e+03
653	2.595868e+03
654	2.583539e+03
655	2.572934e+03
656	2.570566e+03
657	2.555566e+03
658	2.538395e+03
659	2.517382e+03
660	2.502724e+03
661	2.483987e+03
662	2.457671e+03
663	2.458368e+03
664	2.447447e+03
665	2.424645e+03
666	2.417197e+03
667	2.415355e+03
668	2.418697e+03
669	2.411697e+03
670	2.406079e+03
671	2.406132e+03
672	2.405092e+03
673	2.401553e+03
674	2.387276e+03
675	2.396776e+03
676	2.400974e+03
677	2.387553e+03
678	2.387579e+03
679	2.392026e+03
680	2.388592e+03
681	2.394079e+03
682	2.382250e+03
683	2.387118e+03
684	2.397132e+03
685	2.387132e+03
686	2.386829e+03
687	2.382132e+03
688	2.396329e+03
689	2.402039e+03
690	2.382908e+03
691	2.395987e+03
692	2.400250e+03
693	2.400421e+03
694	2.397039e+03
695	2.405895e+03
696	2.401513e+03
697	2.409711e+03
698	2.413118e+03
699	2.412789e+03
700	2.417303e+03
701	2.409816e+03
702	2.428605e+03
703	2.423737e+03
704	2.419816e+03
705	2.431224e+03
706	2.422895e+03
707	2.434579e+03
708	2.438066e+03
709	2.441395e+03
710	2.457197e+03
711	2.441908e+03
712	2.463803e+03
713	2.440974e+03
714	2.449539e+03
715	2.460908e+03
716	2.456921e+03
717	2.471184e+03
718	2.487421e+03
719	2.486237e+03
720	2.492803e+03
721	2.496632e+03
722	2.507395e+03
723	2.523145e+03
724	2.532711e+03
725	2.541355e+03
726	2.553789e+03
727	2.571684e+03
728	2.580566e+03
729	2.605987e+03
730	2.619697e+03
731	2.637684e+03
732	2.683395e+03
733	2.675684e+03
734	2.701289e+03
735	2.727737e+03
736	2.800408e+03
737	2.814224e+03
738	2.853276e+03
739	2.898539e+03
740	2.949513e+03
741	3.015408e+03
742	3.065960e+03
743	3161
744	3.250132e+03
745	3.347526e+03
746	3.461737e+03
747	3.589303e+03
748	3.739303e+03
749	3.930118e+03
750	4.144053e+03
751	4.415132e+03
752	4.729632e+03
753	5.118461e+03
754	5.566132e+03
755	6.110711e+03
756	6.702934e+03
757	7.338947e+03
758	8.023842e+03
759	8.706184e+03
760	9.321961e+03
761	9.923197e+03
762	1.046683e+04
763	1.094030e+04
764	1.138395e+04
765	1.180629e+04
766	1.222429e+04
767	1.262667e+04
768	1.305603e+04
769	1.352188e+04
770	1.393720e+04
771	1.433316e+04
772	1.465676e+04
773	1.482538e+04
774	1.486928e+04
775	1.482289e+04
776	1.434588e+04
777	1.377853e+04
778	1.305966e+04
779	1.220693e+04
780	1.129482e+04
781	1.034096e+04
782	9.424934e+03
783	8.511750e+03
784	7.675882e+03
785	6.956855e+03
786	6.314684e+03
787	5.779447e+03
788	5.301618e+03
789	4.954579e+03
790	4637
791	4.416500e+03
792	4.230974e+03
793	4.103553e+03
794	4.023842e+03
795	3.969961e+03
796	3.975750e+03
797	3.986882e+03
798	4.002513e+03
799	4.026868e+03
800	4.092276e+03
801	4.188408e+03
802	4.347947e+03
803	4.599500e+03
804	5.008355e+03
805	5.600921e+03
806	6.377697e+03
807	7.303855e+03
808	8.209447e+03
809	8.935934e+03
810	9.342737e+03
811	9.431974e+03
812	9.214947e+03
813	8.762842e+03
814	8.194171e+03
815	7.692566e+03
816	7.247579e+03
817	6.946026e+03
818	6.764461e+03
819	6.738579e+03
820	6.803289e+03
821	6.995434e+03
822	7.255184e+03
823	7.595934e+03
824	8.033553e+03
825	8.536316e+03
826	9.127368e+03
827	9.798579e+03
828	1.060853e+04
829	1.147895e+04
830	1.244168e+04
831	1.281317e+04
832	NaN
833	NaN
834	NaN
835	NaN
836	NaN
837	NaN
838	NaN
839	NaN
840	NaN
841	NaN
842	NaN
843	NaN
844	NaN
845	NaN
846	NaN
847	NaN
848	NaN
849	1.834867e+04
850	1.855586e+04
851	1.784543e+04
852	1.711892e+04
853	1.640682e+04
854	1.578796e+04
855	1.516054e+04
856	1.466491e+04
857	1.419366e+04
858	1.371482e+04
859	1.334872e+04
860	1.301653e+04
861	1.270401e+04
862	1.244886e+04
863	1.217987e+04
864	1.197411e+04
865	1.178064e+04
866	1.166217e+04
867	1.150855e+04
868	1.143180e+04
869	1.136112e+04
870	1.131670e+04
871	1.127472e+04
872	1.129893e+04
873	1.130720e+04
874	1.133811e+04
875	1.142017e+04
876	1.145289e+04
877	1.155387e+04
878	1.165036e+04
879	1.176795e+04
880	1.191516e+04
881	1.207617e+04
882	1.221684e+04
883	1.244078e+04
884	1.265817e+04
885	1.290422e+04
886	1.318011e+04
887	1.339507e+04
888	1.369597e+04
889	1.397411e+04
890	1.431992e+04
891	1.469526e+04
892	1.509884e+04
893	1.555154e+04
894	1.604142e+04
895	1.643774e+04
896	1.697754e+04
897	1.762318e+04
898	1.813418e+04
899	1.879783e+04
900	1.953963e+04
901	2.023438e+04
902	2.107795e+04
903	2.188274e+04
904	2.274443e+04
905	2.387288e+04
906	2.482878e+04
907	2.596266e+04
908	2.742505e+04
909	2.836442e+04
910	3.012667e+04
911	3.169388e+04
912	3.283576e+04
913	3.520880e+04
914	3.664150e+04
915	3.850062e+04
916	4.138492e+04
917	2.824591e+04
918	8.294408e+03
919	7.592947e+03
920	7.354026e+03
921	7.271158e+03
922	6.959605e+03
923	6.483158e+03
924	6.546842e+03
925	6.555947e+03
926	6.606303e+03
927	6.648908e+03
928	6.710961e+03
929	6.721197e+03
930	6.802211e+03
931	6.846066e+03
932	6.907750e+03
933	7.009855e+03
934	7.092079e+03
935	7.138461e+03
936	7.314697e+03
937	7.449645e+03
938	7613
939	7.781829e+03
940	8.014500e+03
941	8.283487e+03
942	8751
943	9.315224e+03
944	9.993171e+03
945	1.008980e+04
946	1.046322e+04
947	1.083380e+04
948	1.183747e+04
949	1.269203e+04
950	1.391601e+04
951	1.531447e+04
952	1.806758e+04
953	2.187968e+04
954	3.006467e+04
955	2.987050e+04
956	2.293153e+04
957	2.333574e+04
958	2.505195e+04
959	2.832599e+04
960	3.144188e+04
961	3.587324e+04
962	4.256574e+04
963	5.014780e+04
964	5.773811e+04
965	6.257750e+04
966	5.987893e+04
967	2.605672e+04
968	6.829342e+02
969	6.502895e+02
970	6.466842e+02
971	6.404605e+02
972	6.296184e+02
973	6.281447e+02
974	6.265132e+02
975	6.156579e+02
976	6.115263e+02
977	6.060526e+02
978	5.975526e+02
979	5.948816e+02
980	5.852368e+02
981	5.819342e+02
982	5.743947e+02
983	567
984	5.591711e+02
985	5.576053e+02
986	5.526579e+02
987	5.577632e+02
988	5.481184e+02
989	5.508553e+02
990	5.446316e+02
991	5.405526e+02
992	5.366711e+02
993	5.339868e+02
994	5.344079e+02
995	527
996	5.268158e+02
997	5.193421e+02
998	5.153158e+02
999	5.133289e+02
1000	5.170526e+02
